title,description,index
3:10 to Yuma (1957),Drama|Thriller|Western,381
3:10 to Yuma (2007),Adventure|Crime|Drama,382
3:15 (1986),Crime|Drama|Thriller,383
30 Beats (2012),Comedy|Romance,384
30 Days of Night,"30 Days of Night This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction. They're Coming!",385
30 Days of Night (2007),Horror|Thriller,386
30 Days of Night: Dark Days (2010),Horror|Thriller,387
30 Days Until I'm Famous (2004),Comedy|Romance,388
30 Minutes or Less,"30 Minutes or Less Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else... A lot can happen in 30 minutes.",389
30 Minutes or Less (2011),Action|Comedy|Crime,390
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,"30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism. Based on true events... that may not have happened",391
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo (2013),Comedy,392
30 Years to Life (2001),Comedy|Drama|Romance,393
300 (2006),Action|Fantasy,394
300 mil do nieba (1989),Biography|Drama,395
300: Rise of an Empire,"300: Rise of an Empire Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy. Seize your glory!",396
300: Rise of an Empire (2014),Action|Drama|Fantasy,397
3000 Miles to Graceland,"3000 Miles to Graceland It was an ingenious enough plan: rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con Michael Zane. With $3.2 million at stake, the Marshals Service closing in, Michael must track down Murphy. Crime Is King.",398
3000 Miles to Graceland (2001),Action|Comedy|Crime,399
"301, 302 (1995)",Horror|Mystery|Thriller,400
3096 Tage (2013),Biography|Crime|Drama,401
31 (2016),Horror|Thriller,402
31 iyunya (1978),Fantasy|Musical|Romance,403
31 North 62 East (2009),Thriller,404
32A (2007),Drama,405
33 Postcards (2011),Drama|Music,406
33 sceny z zycia (2008),Drama,407
35 and Ticking (2011),Comedy|Romance,408
35 Shots of Rum (2008),Drama,409
35 Up (1991),Documentary|Biography,410
36 (2012),Drama,411
36 China Town (2006),Comedy|Mystery|Thriller,412
36 fillette (1988),Romance|Drama,413
36 Hours (1964),Thriller|War,414
360 (2011),Drama|Thriller,415
36th Precinct (2004),Action|Crime|Drama,416
37 (2016),Drama,417
38 popugaev (1976),Animation|Short|Family,418
388 Arletta Avenue (2011),Horror|Thriller,419
"3†_ Minutes, Ten Bullets (2015)",Documentary|Crime,420
3†­ k?_lter (2005),Drama|Romance,421
3-Day Weekend (2008),Drama|Romance,422
3faltig (2010),Comedy,423
3-Headed Shark Attack (2015),Action|Horror|Sci-Fi,424
3-Iron (2004),Crime|Drama|Romance,425
3some (2009),Drama|Romance,426
3x3 (2009),Short|Comedy|Drama,427
3x3 Eyes (1991),Animation|Fantasy|Horror,428
3x3 Eyes: Legend of the Divine Demon (1995),Animation,429
4 (2004),Drama|Mystery|Sci-Fi,430
4 Elements (2006),Documentary,431
4 for Texas (1963),Western|Comedy,432
4 Little Girls (1997),Documentary|History,433
4 Minute Mile (2014),Drama|Sport,434
"4 Months, 3 Weeks and 2 Days","4 luni, 3 sŽŸptŽŸm??ni ??i 2 zile Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion. At what moment do we begin to live?",435
"4 Months, 3 Weeks and 2 Days (2007)",Drama,436
4 mosche di velluto grigio (1971),Crime|Horror|Mystery,437
4.3.2.1. (2010),Crime|Thriller,438
4:44 Last Day on Earth (2011),Drama|Fantasy|Sci-Fi,439
40 Days and 40 Nights,"40 Days and 40 Nights Matt Sullivan's last big relationship ended in disaster and ever since his heart's been aching and his commitment's been lacking. Then came Lent, that time of year when everybody gives something up. That's when Matt decides to go where no man's gone before and make a vow: No sex. Whatsoever. For 40 straight days. At first he has everything under control. That is until the woman of his dreams, Erica, walks into his life. Easier said than done.",440
40 Days and 40 Nights (2002),Comedy|Romance,441
40 Guns to Apache Pass (1966),Adventure|Romance|Western,442
40 Pounds of Trouble (1962),Comedy,443
400 Days (2015),Mystery|Sci-Fi|Thriller,444
404: Error Not Found (2011),Drama|Mystery|Thriller,445
41 (2012),Documentary,446
42 (2013),Biography|Drama|Sport,447
42 One Dream Rush (2010),Short|Fantasy,448
42 Up (1998),Documentary|Biography,449
42nd Street,"42nd Street A producer puts on what may be his last Broadway show, and at the last moment a chorus girl has to replace the star. ",450
42nd Street (1933),Comedy|Musical|Romance,451
44 Inch Chest (2009),Crime|Drama,452
44 Minutes: The North Hollywood Shoot-Out (2003),Action|Crime|Drama,453
44500 Max (2009),Documentary|Comedy|Drama,454
45 Years (2015),Drama|Romance,455
45365 (2009),Documentary,456
46-okunen no koi (2006),Drama|Fantasy,457
46-okunen no koi (2006),Drama|Fantasy,458
47 Meters Down (2017),Horror|Thriller,459
47 Ronin,"47 Ronin Based on the original 1941 movie from Japan, and from ancient Japanƒ??s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors. For courage. For loyalty. For honor.",460
47 Ronin (2013),Action|Adventure|Drama,461
48 Hrs. (1982),Action|Comedy|Crime,462
48 Shades (2006),Comedy|Drama,463
49 Up (2005),Documentary|Biography,464
'49-'17 (1917),Western,465
49th Parallel (1941),Drama|War|Thriller,466
4Got10 (2015),Action|Thriller|Western,467
4-kyo-si Choo-ri-yeong-yeok (2009),Action|Crime|Drama,468
5 Against the House (1955),Crime|Drama|Film-Noir,469
5 Card Stud (1968),Mystery|Romance|Western,470
5 Centimeters Per Second (2007),Animation|Drama|Romance,471
5 Days of War,"5 Days of War An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians. Their only weapon is the truth.",472
5 Days of War (2011),Action|Drama|War,473
5 Dolls for an August Moon (1970),Mystery|Thriller,474
5 Fingers (1952),Drama|Film-Noir|Thriller,475
5 Flights Up (2014),Drama,476
5 Steps to Danger (1956),Crime|Drama|Romance,477
5 to 7 (2014),Comedy|Drama|Romance,478
50 Children: The Rescue Mission of Mr. And Mrs. Kraus (2013),Documentary,479
50 First Dates,"50 First Dates Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over againƒ??and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet. Imagine having to win over the girl of your dreams... every friggin' day.",480
50 First Dates (2004),Comedy|Romance,481
50 to 1 (2014),Drama,482
50/50,"50/50 Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease. It takes a pair to beat the odds.",483
50/50 (2011),Comedy|Drama|Romance,484
500 MPH Storm (2013),Action|Sci-Fi,485
51 (2011),Horror|Sci-Fi,486
51 Birch Street,"51 Birch Street Documentary filmmaker Doug Block had every reason to believe his parents' 54-year marriage was a good one. But when his mother dies unexpectedly and his father swiftly marries his former secretary, he discovers two parents who are far more complex and troubled than he ever imagined. 51 Birch Street is a riveting personal documentary that explores a universal human question: how much about your parents do you really want to know? Do you really want to know your parents?",487
51 Birch Street (2005),Documentary,488
51 Birch Street (2005),Documentary,489
51 Degrees North (2015),Drama|Mystery|Sci-Fi,490
5150 rue des Ormes (2009),Drama|Horror|Thriller,491
52 Pick-Up (1986),Crime|Thriller,492
52 Tuesdays (2013),Drama|Family,493
54 (1998),Drama|Music,494
54 Days (2014),Drama|Sci-Fi|Thriller,495
55 Days at Peking,"55 Days at Peking Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals. A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!",496
55 Days at Peking (1963),Action|Adventure|Drama,497
56 Up (2012),Documentary,498
5ive Girls (2006),Horror|Thriller,499
5ive Girls (2006),Horror|Thriller,500
5x2 (2004),Drama|Romance,501
6 Bullets (2012),Action|Crime|Drama,502
6 Days to Air: The Making of South Park (2011),Documentary,503
6 Desires: DH Lawrence and Sardinia (2014),Documentary|Biography|History,504
6 Month Rule (2011),Comedy,505
6 Souls (2010),Horror|Mystery|Thriller,506
6 Ways to Die (2015),Crime|Mystery|Thriller,507
6 Years (2015),Drama|Romance,508
600 kilos d'or pur (2010),Adventure,509
600 Miles (2015),Drama|Thriller,510
61* (2001),Biography|Drama|History,511
616: Paranormal Incident (2013),Horror,512
633 Squadron (1964),War|Drama,513
66 scener fra Amerika (1982),Documentary|Short,514
69 - Sixtynine (1969),Drama|Romance,515
6954 kilometri?_ kotiin (2013),Documentary|Drama,516
7 ans (2006),Drama,517
7 Aum Arivu (2011),Action|Sci-Fi|Thriller,518
7 Below (2012),Horror,519
7 Boxes (2012),Thriller,520
7 chili in 7 giorni (1986),Comedy,521
7 Chinese Brothers (2015),Comedy,522
7 Days (2010),Crime|Drama|Horror,523
7 Days in Hell (2015),Comedy|Sport,524
7 d?_as en La Habana (2012),Drama,525
7 Dwarves: The Forest Is Not Enough (2006),Comedy|Fantasy,526
7 Faces of Dr. Lao (1964),Fantasy|Mystery|Western,527
7 Khoon Maaf (2011),Drama|Mystery|Thriller,528
7 Minutes (2014),Crime|Drama|Thriller,529
7 monaci d'oro (1966),,530
7 Nights of Darkness (2011),Horror,531
7 Plus Seven (1970),Documentary|Biography,532
7 Seconds (2005),Action|Comedy|Crime,533
7 Virgins (2005),Crime|Drama,534
7 Women (1966),Drama,535
7 Zwerge (2004),Comedy|Family,536
7.2 (2014),Short|Action|Comedy,537
7/G Rainbow Colony (2004),Drama,538
700 Sundays (2014),Biography|Comedy|Drama,539
'71 (2014),Action|Drama|Thriller,540
71 Fragmente einer Chronologie des Zufalls (1994),Drama,541
711 Ocean Drive (1950),Crime|Drama|Film-Noir,542
713 prosit posadku (1962),Thriller,543
72 ga cho hak (2010),Comedy,544
72 metra (2004),Drama|Action|Thriller,545
7-beon-bang-ui seon-mul (2013),Comedy|Drama,546
7th Cavalry (1956),Western,547
7th Heaven (1927),Drama|Romance,548
8 (2008),Drama,549
8 (2010),Short|War,550
8 (2012),Drama|History,551
8 Days,"8 Days After sneaking to a party with her friends, 16-year-old Amber Stevens goes missing. Forced into the world of sex trafficking, her family and community fight to get her back. Inspired by actual events. She never knew it could happen to her...",552
8 femmes (2002),Comedy|Crime|Musical,553
8 Heads in a Duffel Bag,"8 Heads in a Duffel Bag Mafia hitman Tommy Spinelli (Joe Pesci) is flying to San Diego with a bag that holds eight severed heads, which he's bringing to his superiors to prove that some troublesome rival mobsters are permanently out of the picture. When his bag gets accidentally switched at the airport, Tommy must track down his duffel bag and the 8 heads it contains. A mindless comedy.",554
8 Heads in a Duffel Bag (1997),Comedy|Crime,555
8 Mile,"8 Mile The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke. Every moment is another chance.",556
8 Mile (2002),Drama|Music,557
8 Million Ways to Die (1986),Action|Adventure|Crime,558
8 Minutes Idle (2012),Comedy,559
8 ?_ Women (1999),Comedy|Drama,560
8 p?_iv?_?_ ensi-iltaan (2008),Comedy|Romance,561
8 Seconds (1994),Biography|Drama|Sport,562
8 Uhr 28 (2010),Drama|Romance|Thriller,563
8 Women,"8 femmes Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret. Living in a house full of women can be murder.",564
8 x 10 Tasveer (2009),Crime|Drama|Mystery,565
8: The Mormon Proposition,"8: The Mormon Proposition Filmmaker and ex-Church of Jesus Christ of Latter-day Saints member Reed Cowan examines that church's nationwide efforts to prevent the legalization of gay marriage - including California's Proposition 8, which was passed by voters in 2008. Confidential church documents, statements by high-ranking church officials and other sources detail 30 years of efforts to turn back gay rights, particularly by the Mormon-sponsored National Organization for Marriage. Equality for some.",566
8: The Mormon Proposition (2010),Documentary,567
8:46 (2011),Drama,568
80 Millions (2011),Action|Drama|History,569
80 Minutes (2008),Action|Crime|Thriller,570
800 balas (2002),Action|Comedy|Drama,571
8213: Gacy House (2010),Horror,572
84 Charing Cross Road (1987),Biography|Drama|Romance,573
88 (2015),Action|Thriller,574
88 Minutes,"88 Minutes ""88 Minutes"" focuses on a college professor (Pacino) who moonlights as a forensic psychiatrist for the FBI and receives a death threat claiming he has only 88 minutes to live. He has 88 minutes to solve a murder. His own.",575
88 Minutes (2007),Crime|Drama|Mystery,576
8MM,"8MM A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI. You can't prepare for where the truth will take you.",577
8MM (1999),Mystery|Thriller,578
8MM 2 (2005),Drama|Mystery|Thriller,579
8?_ (1963),Drama|Fantasy,580
8-pallo (2013),Crime|Drama,581
8th Wonderland (2008),Drama|Thriller,582
9 (2005),Animation|Short|Fantasy,583
9 (2009),Animation|Action|Adventure,584
9 Dead Gay Guys (2002),Comedy|Crime,585
9 mois ferme (2013),Comedy,586
9 Muses of Star Empire (2012),Documentary|Music,587
9 Songs (2004),Drama|Music|Romance,588
9 to 5 (1980),Comedy,589
9 to 5: Days in Porn (2008),Documentary,590
9. april (2015),Drama|War,591
9.79*,Documentary|Biography|Sport,592
9/11 (2002),Documentary,593
9/11: The Falling Man (2006),Documentary,594
90 Minutes in Heaven,"90 Minutes in Heaven A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven. Hope lives",595
90 Minutes in Heaven (2015),Drama,596
90 minutter (2012),Drama,597
911: In Plane Site (2004),Documentary,598
95 Miles to Go (2004),Documentary|Comedy,599
9500 Liberty (2009),Documentary,600
95ers: Echoes (2013),Sci-Fi|Thriller,601
96 Minutes (2011),Drama|Thriller,602
964 Pinocchio (1991),Horror|Sci-Fi,603
97 Percent True (2008),Documentary,604
976-EVIL (1988),Comedy|Horror,605
976-Evil II (1991),Horror,606
984: Prisoner of the Future (1982),Sci-Fi,607
99 (2009),Comedy|Crime|Drama,608
99 and 44/100% Dead (1974),Action|Adventure|Comedy,609
99 francs (2007),Comedy|Drama,610
99 francs (2007),Comedy|Drama,611
99 Homes (2014),Drama,612
99 River Street (1953),Action|Crime|Drama,613
9-Man (2014),Documentary|History|Sport,614
9?_ Weeks (1986),Drama|Romance,615
9th Company (2005),Action|Drama|History,616
A 2nd Chance (2011),Drama|Family,617
A Alma do Osso (2004),Documentary,618
A Bag of Hammers (2011),Comedy|Drama,619
A Ballerina's Tale (2015),Documentary,620
A Band Called Death (2012),Documentary|Biography|Music,621
A Bay of Blood (1971),Horror|Mystery|Thriller,622
A Beast at Bay (1912),Short|Drama,623
A Beautiful Life (2008),Drama,624
A Beautiful Mind,"A Beautiful Mind At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today.. I need to believe that something extra ordinary is possible...",625
A Beautiful Mind (2001),Biography|Drama,626
A Beautiful Planet (2016),Documentary,627
A Beginner's Guide to Endings (2010),Comedy|Drama,628
A Beginner's Guide to Snuff,"A Beginner's Guide to Snuff Two brothers, desperate to break into the world of television and film, decide to enter a horror movie contest. And what could be more horrifying than the elusive snuff film? ",629
A Bell for Adano (1945),Drama|War,630
A Better Life,A Better Life A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners. Every father wants more for his son.,631
A Better Life (2011),Drama|Romance,632
A Better Place (1997),Drama,633
A Better Tomorrow (1986),Action|Crime|Drama,634
A Better Tomorrow (2010),Action|Drama,635
A Better Tomorrow II (1987),Action|Crime|Drama,636
A Better Tomorrow III: Love and Death in Saigon (1989),Action|War,637
A Better Way to Die (2000),Action|Comedy|Crime,638
A Big Hand for the Little Lady (1966),Western,639
A Big Love Story (2012),Comedy|Romance,640
A Bigger Splash (2015),Drama|Thriller,641
A Bird of the Air (2011),Drama|Romance,642
A Birder's Guide to Everything (2013),Comedy,643
A Bit of Bad Luck (2014),Comedy|Drama|Thriller,644
A Bittersweet Life (2005),Action|Crime|Drama,645
A Black Ribbon for Deborah (1974),Drama|Horror|Mystery,646
A Blank on the Map (1971),Documentary,647
A Blast (2014),Drama|Thriller,648
A Blueprint for Murder (1953),Crime|Drama|Film-Noir,649
A Body to Die For: The Aaron Henry Story,Drama|Family|Sport,650
A Boy and His Dog (1975),Comedy|Drama|Sci-Fi,651
A Boy Called Hate (1995),Crime|Drama|Romance,652
A Boy Named Charlie Brown (1969),Animation|Comedy|Drama,653
A Brave Heart: The Lizzie Velasquez Story (2015),Documentary|Biography|Family,654
A Breed Apart (1984),Drama|Action,655
A Bride for Christmas (2012),Comedy|Romance,656
A Bridge Too Far,A Bridge Too Far Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure. Out of the sky comes the screen's most incredible spectacle of men and war!,657
A Bridge Too Far (1977),Drama|History|War,658
A Brief History of Time (1991),Documentary|Biography,659
A Brief Vacation (1973),Drama|Romance,660
A Bright Shining Lie (1998),Drama|War,661
A Brilliant Young Mind (2014),Drama,662
A Bronx Tale (1993),Crime|Drama,663
A Brony Tale (2014),Documentary,664
A Brooklyn State of Mind (1998),Action|Crime|Drama,665
A Brother's Kiss (1997),Drama,666
A Bucket of Blood (1959),Comedy|Crime|Horror,667
A Bucket of Blood (1995),Comedy|Horror|Thriller,668
A Bug's Life,"A Bug's Life On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper. An epic presentation of miniature proportions.",669
A Bug's Life (1998),Animation|Adventure|Comedy,670
A Bullet for a Stranger (1971),Western|Comedy,671
A Bullet for Joey (1955),Crime|Drama|Film-Noir,672
A Bullet for Sandoval (1969),Western,673
A Bullet for the General (1967),Western,674
A Bunch of Amateurs (2008),Comedy,675
A Bunny's Tale (1985),Biography|Comedy|Drama,676
A Burning Hot Summer (2011),Drama,677
A Cab for Three (2001),Crime|Drama|Thriller,678
A Cadaver Christmas (2011),Comedy|Horror,679
A Call Girl (2009),Drama,680
A Can???œo de Lisboa (1933),Comedy|Musical,681
A Canterbury Tale (1944),Comedy|Drama|Mystery,682
A Carol for Another Christmas (1964),Drama|Fantasy|War,683
A Case of You (2013),Comedy|Romance,684
A Century of Cinema (1994),Documentary,685
A Certain Kind of Death (2003),Documentary,686
A Chairy Tale (1957),Animation|Short|Comedy,687
A Charlie Brown Christmas,"A Charlie Brown Christmas When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas. That's what Christmas is all about, Charlie Brown!",688
A Charlie Brown Christmas (1965),Animation|Short|Comedy,689
A Child Is Waiting (1963),Drama,690
A Child's Christmas in Wales (1987),Family|Drama,691
A Chinese Ghost Story II (1990),Action|Comedy|Fantasy,692
A Chorus Line (1985),Drama|Music|Musical,693
A Christmas Carol,Adventure|Drama|Family,694
A Christmas Carol,"A Christmas Carol Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption. Season's Greedings",695
A Christmas Carol (1938),Drama|Family|Fantasy,696
A Christmas Carol (1951),Drama|Fantasy,697
A Christmas Carol (1977),Drama|Fantasy,698
A Christmas Carol (1984),Drama|Family|Fantasy,699
A Christmas Carol (1997),Animation|Drama|Fantasy,700
A Christmas Carol (1999),Drama|Fantasy,701
A Christmas Carol (2009),Animation|Drama|Family,702
A Christmas Carol: The Musical (2004),Drama|Fantasy|Musical,703
A Christmas Detour (2015),Comedy|Romance,704
A Christmas Horror Story (2015),Fantasy|Horror|Mystery,705
A Christmas Kiss (2011),Comedy|Romance,706
A Christmas Kiss II (2014),Comedy|Romance,707
A Christmas Melody (2015),Comedy|Music,708
A Christmas Memory (1997),Drama|Family,709
A Christmas Story,"A Christmas Story The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s. Peace, Harmony, Comfort and Joy... Maybe Next Year.",710
A Christmas Story (1983),Comedy|Family,711
A Christmas Story 2 (2012),Comedy|Family,712
A Christmas Tale (2008),Comedy|Drama,713
A Chump at Oxford (1940),Comedy,714
A Cinderella Story,"A Cinderella Story Sam Montgomery is a tomboyish, unpopular girl at school. She has been text messaging a somebody named Nomad for a few months and he asks her to meet him at the Halloween dance at 11:00 in the middle of the dance floor. The only problem is, she must get back to the diner, ran by her wicked Stepmom Fiona by 12 sharp because she is not supposed to be there. Before Nomad can found out who she is, she must leave with her best friend, Carter driving her back to the diner. After that night, everything in Sam's life goes wacko! Once upon a time... can happen any time.",715
A Cinderella Story (2004),Comedy|Family|Romance,716
A Cinderella Story: If the Shoe Fits (2016),Family|Fantasy,717
A Cinderella Story: Once Upon a Song (2011),Comedy|Family|Music,718
A Civil Action,"A Civil Action Jan Schlickmann is a cynical lawyer who goes out to ""get rid of"" a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients' goals, in order to continue the case against all odds. Justice has its price.",719
A Civil Action (1998),Drama,720
A Claymation Christmas Celebration (1987),Animation|Short|Family,721
A Clockwork Orange (1971),Crime|Drama|Sci-Fi,722
A Close Shave (1995),Animation|Short|Comedy,723
A Cock and Bull Story,"A Cock and Bull Story Steve Coogan, an arrogant actor with low self-esteem and a complicated love life, is playing the eponymous role in an adaptation of ""The Life and Opinions of Tristram Shandy, Gentleman"" being filmed at a stately home. He constantly spars with actor Rob Brydon, who is playing Uncle Toby and believes his role to be of equal importance to Coogan's. Because everyone loves an accurate period piece.",724
A Coffee in Berlin (2012),Comedy|Drama,725
A Colbert Christmas: The Greatest Gift of All! (2008),Comedy,726
A Colder Kind of Death (2001),Crime|Drama|Mystery,727
A Com??dia de Deus (1995),Comedy|Drama,728
A Coming-Out Party (1961),Comedy,729
A Common Man (2013),Action|Thriller,730
A Complete History of My Sexual Failures (2008),Documentary|Comedy,731
A Complete History of My Sexual Failures (2008),Documentary|Comedy,732
A Connecticut Yankee in King Arthur's Court (1989),Adventure|Comedy|Family,733
A Conversation with Gregory Peck,Documentary|Biography,734
A Cookie Cutter Christmas (2014),Comedy|Romance,735
"A Cool, Dry Place (1998)",Drama,736
A Cosmic Christmas (1977),Animation|Short|Sci-Fi,737
A Countess from Hong Kong (1967),Comedy|Romance,738
A Country Wedding (2015),Drama|Romance,739
A Crack in the Floor (2001),Horror,740
A Cross the Universe (2008),Documentary|Music,741
A Cruel Romance (1984),Drama|Romance,742
A Crush on You (2011),Comedy,743
A Cry in the Dark (1988),Drama,744
A Cry in the Night (1956),Crime|Drama|Film-Noir,745
A Cry in the Wilderness (1974),Thriller,746
A Damsel in Distress (1937),Comedy|Musical|Romance,747
A Dancer's Life (1972),Documentary,748
A Dandy in Aspic (1968),Drama|Thriller,749
A Dangerous Man (2009),Action|Crime|Thriller,750
A Dangerous Method,"A Dangerous Method Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jungƒ??s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabinaƒ??s spell. Why deny what you desire the most.",751
A Dangerous Method (2011),Biography|Drama|Romance,752
A Dangerous Place (2012),Thriller,753
A Dangerous Profession (1949),Crime|Drama|Film-Noir,754
A Dangerous Woman (1993),Drama|Romance,755
A Dark Truth (2012),Action|Thriller,756
A Date with Judy (1948),Comedy|Musical|Romance,757
A Date with the Falcon (1942),Crime|Drama|Mystery,758
A Daughter of Destiny (1928),Drama|Fantasy|Horror,759
A Daughter's Nightmare (2014),Drama|Mystery|Thriller,760
A Day at the Races (1937),Comedy|Musical|Sport,761
A Day in the Country (1936),Short|Comedy|Drama,762
A Day in the Life (2009),Action|Crime|Drama,763
A Day Without a Mexican (2004),Comedy|Drama|Fantasy,764
A Day's Pleasure (1919),Short|Comedy,765
A Dead Calling (2006),Horror,766
A Deadly Adoption (2015),Drama|Thriller,767
A Deadly Game (1979),Thriller,768
A Deal Is a Deal (2008),Comedy|Drama,769
A Decade Under the Influence (2003),Documentary,770
A Deeper Shade of Blue (2011),Documentary|History,771
A Delicate Balance (1973),Drama,772
A Demon in My View (1991),Horror|Thriller,773
A Dennis the Menace Christmas (2007),Comedy|Family|Fantasy,774
A Diary for Timothy (1945),Short|Documentary,775
A Dirty Shame (2004),Comedy,776
A Dispatch from Reuter's (1940),Biography|Drama,777
A Diva's Christmas Carol (2000),Comedy|Musical|Fantasy,778
A Dog Of Flanders,"A Dog Of Flanders Poor but happy, young Nello and his grandfather live alone, delivering milk as a livelihood, in the outskirts of Antwerp, a city in Flanders (the Flemish or Dutch-speaking part of modern-day Belgium). They discover a beaten dog (a Bouvier, a large sturdy dog native to Flanders) and adopt it and nurse it back to health, naming it Patrasche, the middle name of Nello's mother Mary, who died when Nello was very young. Nello's mother was a talented artist, and like his mother, he delights in drawing, and his friend Aloise is his model and greatest fan and supporter. ",779
A Dog of Flanders (1999),Family|Drama,780
A Dog Year (2009),Comedy|Drama,781
